country-name,state-or-province,phys-area-name,principal-cave-name,other-cave-name,cave-id,latitude,longitude,altitude,length,vertical-extent,number-of-entrances,rock-type,cave-type,contents,comments,cave-system,branch-name,reference,cave-use,curation
United States of America,Hawaii; Puna District,Hawaii Island,Gilbert Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=738,,
"Korea, Republic of",Cheju,,Gim Nyeong,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=673,,
"Korea, Republic of",Cheju-do,,Gimyong Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=680,,
Japan,,,Ginga Fuketsu Cave,,,,,,186,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=51,,
Iceland,Arnessysla,,Gjabakkahellir,,,,,,310,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=12,,
United States of America,California; San Bernardino,Pisgah,Glove,,,,,,335,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=332,,
Russia,Kamchatka,,Go-9601,,,,,980,55,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1108,,
Russia,Kamchatka,,Go-9602,,,,,970,55,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1109,,
Russia,Kamchatka,,Go-9603,,,,,970,27,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1110,,
Russia,Kamchatka,,Go-9604,,,,,970,140,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1111,,
Russia,Kamchatka,,Go-9605,,,,,970,16,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1112,,
Russia,Kamchatka,,Go-9606,,,,,,38,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1113,,
Russia,Kamchatka,,Go-9607,,,,,,19,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1114,,
Russia,Kamchatka,,Go-9608,,,,,,48,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1118,,
Russia,Kamchatka,,Go-9609,,,,,,76,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1115,,
Russia,Kamchatka,,Go-9610,,,,,,68,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1117,,
Russia,Kamchatka,,Go-9611,,,,,,110,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1119,,
Russia,Kamchatka,,Go-9612,,,,,990,55,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1120,,
Russia,Kamchatka,,Go-9613,,,,,990,68,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1116,,
Russia,Kamchatka,,Go-9614,,,,,980,120,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1121,,
United States of America,Hawaii; North Kona District,Hawaii Island,Goatskull Puka,,,,,,787,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=772,,
Japan,Shizuoka,Hachijo Island,Gokuraku Ana Cave,,,,,,200,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1532,,
United States of America,California; Siskiyou County,Lava Beds National Monument,Golden Dome Cave,,,,,,679,,,,lava tunnel,,,Labyrinth Cave System,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=569,self-guided tourist cave,
United States of America,Oregon; Deschutes County,,Goodest Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1303,,
United States of America,Washington; Skamania County,,Goose Cave,,,,,1001,665,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1647,,
United States of America,Washington; Skamania County,,Gopher Hole Cave,,,,,,46,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1648,,
Australia,Victoria,,Gothic Cave,,,,,,30,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1570,,
United States of America,Arizona; Coconino County,San Franciscan,Government Cave,Lava River Cave; Bellemont Cave,,,,,1250,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=243,,
United States of America,Idaho; Butte County,,Government Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1018,,
United States of America,Idaho; Caribou County,,Grace Ice Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1038,,
Australia,Queensland,,Graham,,,,,,22,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1384,,
Cameroon,Sud-Oeust,,Grand Tunnel,,,,,,590,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1549,,
United States of America,Idaho; Butte County,,Great Owl Cave,,,,,,158,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1024,,
Australia,Queensland,Undara,Greeley Cave,,AU-ASF-4U-11,,,,103,,2,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1419; Atkinson et al. (1975) https://doi.org:10.1007/BF02597832,,
United States of America,California; Siskiyou County,,Greeley's Pit,,,,,,20,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=546,,
United States of America,Washington; Skamania County,Mount St. Helens,Gremlin Cave,,,,,914,677,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1700,,
Iceland,Arnessysla,,Grettishellir,,,,,,400,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=9,,
Ecuador,Galapagos,Isla de Santa Cruz,Grieta de Lentenech,,,,,,28,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=714; http://www.vulcanospeleology.org/sym06/ISV6x33.pdf,,
Iceland,Gullbringusysla County,,Grindavikshellir,,,,,,231,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=15,,
Italy,Sicilia,Sicily,Grotta degli Inglese,,,,,,566,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1539,,
Italy,Catania; Etna,Sicily,Grotta dei Lamponi,,,,,,784,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=667,,
Italy,Sicilia,Sicily; Etna,Grotta dei Tre Livelli,SICT 1004; Galleriadei Pipistrelli,,,,1625-1675,1150,304,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1540; http://www.vulcanospeleology.org/sym09/ISV9Ea.pdf,,
Italy,Sicilia,Sicily; Etna,Grotta del Labirinto,,,,,,1500,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1541,,
Italy,Sicilia,Sicily; Etna,Grotta dell Intraleo,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1542,,
Italy,Sicilia,Sicily; Etna,Grotta di Serracozzo I,SICT 1065,,,,1840,350,60,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1543; http://www.vulcanospeleology.org/sym09/ISV9Ea.pdf,,
Cameroon,Sud-Oeust,,Grotte d'Ebongue,,,,,,314,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1550,,
Italy,Sicilia,Sicily; Etna,Grotte de la Cantoniera,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1544,,
Italy,Sicilia,Sicily; Etna,Grotte del Gelo,,,,,2030,~120,,1,basalt,lava tunnel,permanent ice,UNESCO world heritage site,,,Maggi et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00019-X; https://rpif.asu.edu/LTdatabase/result.php?RECNO=1545; Caffo and Marino http://vulcanospeleology.org/sym09/ISV9Eaj.pdf; Marino http://www.vulcanospeleology.org/sym09/ISV9Eaj1.pdf,guided tourist cave,
Cameroon,Sud-Oeust,,Grotte des diffluences,,,,,,80,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1551,,
Cameroon,Sud-Oeust,Mt. Cameroon,Grotte Gaskin,,,,,2855,1175,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1552,,
Tanzania,,,Grotte H. Meyer Supenieur,,,,,,9,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=162,,
Cameroon,Sud-Oeust,,Grotte Isabella,,,,,,50,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1553,,
Cameroon,Sud-Oeust,,Grotte Lointaine,,,,,,93,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1554,,
Cameroon,Sud-Oeust,Mt. Cameroon,Grotte Molalei,,,,,2650,150,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1555,,
Cameroon,Sud-Oeust,,Grotte Superieure,,,,,,160,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1556,,
United States of America,Washington; Skamania County,,Grouch Cave,,,,,,55,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1649,,
Portugal,Azores,Sao Jorge,Gruta da Ribeira do Almeida,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=239,,
Portugal,Azores,Ilha do Pico,Gruta das Torres,,,,,300,5439,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=259; Riquelme et al. (2015) https://doi.org:10.1093/femsec/fiv141,,
Portugal,Azores,Ilha de Terceira,Gruta do Chocolate,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=228,,
Portugal,Azores,,Gruta dos Balcoes,,,,,422,4421,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=261; Riquelme et al. (2015) https://doi.org:10.1093/femsec/fiv141,,
Portugal,Azores,Ilha de Pico (Pico Island),Gruta dos Fumelos,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=232,,
Portugal,Azores,Ilha de Pico (Pico Island),Gruta dos Montanheiros,,,,,785,1805,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=229; Riquelme et al. (2015) https://doi.org:10.1093/femsec/fiv141,,
United States of America,California; Siskiyou County,,Gruta Huella de Pollo Pequena,,,,,,26,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=487,,
United States of America,California; San Bernardino,Pisgah,GS,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=333,,
Indonesia,Java,Java,Gua Lawa,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1107,,
United States of America,California; Siskiyou County,,Guano Bridge,,,,,,73,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=541,,
United States of America,Idaho; Lincoln County,,Gwen,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1086,,
United States of America,Idaho; Lincoln County,,Gwen Extension,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1087,,
Japan,,,Gyoja Ana Cave,,,,,,94,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=52,,
United States of America,Idaho; Lincoln County,,Gypsum  Cave,,,,,,4316,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1088,,
Australia,Victoria,Mt. Napier,,H-X1; 3H-X1,AU-ASF-3H-62,,,,15,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1581; ASF database,,
Australia,Victoria,Mt. Napier,Guano Grotto,H-X2,AU-ASF-3H-63,,,,9,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1582,,
Australia,Victoria,Mt. Napier,,H-X3B,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1583,,
Australia,Victoria,Mt. Napier,Tree Root Cave,H-X5; H-X4,AU-ASF-3H-65,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1584; https://rpif.asu.edu/LTdatabase/result.php?RECNO=1585; ASF database,,
Australia,Victoria,Mt. Napier,The Forge,H-X6,AU-ASF-3H-67,,,,10,3,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1586; ASF database,,
United States of America,California; San Bernardino,Pisgah,HA,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=334,,
Japan,Shizuoka,Hachijo Island,Hachijo Fuketsu No. 1,,,,,,1404,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1534,,
Japan,Shizuoka,Hachijo Island,Hachijo Fuketsu No. 2,,,,,,100,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1533,,
Japan,,,Hachiman Ana Cave,,,,,,187,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=53,,
United States of America,Hawaii,Kauai,Haena Caves,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=984,,
United States of America,Washington; Skamania County,,Hairy Fungus Cave,,,,,845,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1650,,
United States of America,Hawaii; Puna District,Hawaii Island,Hakuma Cave,,,,,,206,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=737,,
United States of America,Hawaii,Maui,Haleakala Trail Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=954,,
Iceland,Myrasysla County,Hallmundarhraun,Hallmundarhellir,,,,,,300,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=16,,
United States of America,Hawaii,Hawaii (Big Island),Hamakua Forest Reserve Cave#1,,,,,,20,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=872,,
United States of America,Hawaii,Hawaii (Big Island),Hamakua Forest Reserve Cave#2,,,,,,250,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=873,,
United States of America,Hawaii; North Hilo District,Hawaii (Big Island); Mauna Loa,Hammer Cave,,,,,,200,,,basalt,lava tunnel,,Mauna Loa flow of 1855,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=755; https://rpif.asu.edu/LTdatabase/result.php?RECNO=921,,
"Korea, Republic of",Cheju-do,,Handeul-kunyeong,,,,,,1400,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=683,,
United States of America,Hawaii,Hawaii (Big Island); Mauna Loa,Hanging Pack Cave,,,,,,1000,,,basalt,lava tunnel,,Mauna Loa flow of 1855,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=927; https://rpif.asu.edu/LTdatabase/result.php?RECNO=919,,
Australia,Queensland,Undara,Hanson Cave,,AU-ASF-4U-1,,,,40,8,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1420,,
Australia,Queensland,Undara,Harbour Bridge Cave,,AU-ASF-4U-9,,,,35,,2,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1421; Atkinson et al. (1975) https://doi.org:10.1007/BF02597832,,
Australia,Victoria,Mt. Napier,Harmon I Cave,,,,,,300,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1587,,
United States of America,Arizona; Apache County,Springerville Volcanic,Harris Cave,,,,,,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=254,,
United States of America,California; Siskiyou County,,Harris Mountain Cave,,,,,,180,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=488,,
United States of America,Hawaii; Puna District,Hawaii Island,Harry Fox's Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=736,,
United States of America,Arizona; Graham County,,Harttine Bat Cave,Twin Peaks Cave,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=256,,
United States of America,Hawaii; Puna District,Hawaii Island,Hawaiian Acres Cave #1,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=759,,
United States of America,Hawaii; South Kona District,Hawaii Island,Hayes Tube Shelter,,,,,,220,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=749,,
United States of America,California; San Bernardino,Pisgah,HB,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=335,,
New Zealand,Auckland City,,Helena Rubinstein Cave,,,,,,320,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=146,,
United States of America,Washington; Cowlitz County,,Helium Cave,,,,,,244,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1603,,
Kenya,Eastern Province; Machakos District,Chyulu Hills,Hell's Teeth Cave,,,,,,367,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=691,,
United States of America,Washington; Skamania County,,Hemlock Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1651,,
New Zealand,,,Henwood Rd. Cave,,,,,,46,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=139,,
United States of America,California; Siskiyou County,,Heppe Chimney,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=650,,
United States of America,California; Siskiyou County,Lava Beds National Monument,Hercules Leg Cave,,,,,,594,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=571,self-guided tourist cave,
France,Reunion,Reunion Island,Hermitage Hole,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1436,,
Saudi Arabia,,,Hibashi Cave.jpg,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=207,,
United States of America,Oregon; Deschutes County,,Hidden Cave,,,,,,153,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1268; https://rpif.asu.edu/LTdatabase/result.php?RECNO=1351,,
United States of America,Oregon; Lake County,,Hide-away Cave,,,,,,137,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1295,,
United States of America,Idaho; Ada County,,Higby Cave,,,,,,335,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=998,,
United States of America,California; San Bernardino,Pisgah,High Calorie,HC,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=336,,
United States of America,Hawaii; Puna District,Hawaii Island,Hill 9235 Cave System,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=735,,
Japan,,,Hito Ana Cave,,,,,,83,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=54,,
Iceland,,Austur-Hunavatnssysla,HjartartrÖd,,,,,,310,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=14,,
United States of America,California; San Bernardino,Pisgah,HL,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=337,,
Iceland,,,Hnullungur,,,,,,30,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=190,,
United States of America,Washington; Skamania County,,Hoarfrost Cave,,,,,1066,46,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1652,,
United States of America,Idaho; Gooding County,,Hobdey Caves,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1051,,
United States of America,Idaho; Gooding County,,Hole To Hell,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1061,,
United States of America,Hawaii,Maui,Holoinawawai Stream Cave,,,,,,700,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=877,,
Australia,Queensland,,Holy Jump Lava Cave,,,,,880,60,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1416,,
United States of America,Hawaii; Puna District,Hawaii Island,Hongo Store Cave,,,,,,400,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=734,,
United States of America,Hawaii,Kauai; Na Pali Coast,Honopu Arch,,,,,,121,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=986,,
United States of America,California; Siskiyou County,Lava Beds National Monument,Hopkins Chocolate Cave,,,,,,428,,,,lava tunnel,,,Labyrinth Cave System,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=562,self-guided tourist cave,
Kenya,Eastern Province; Machakos District,Chyulu Hills,Hornito III Vent,,,,,,35,,,,lava vent,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=701,,
United States of America,Oregon; Deschutes County,,Horse Cave #1,,,,,,401,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1265,,
United States of America,Oregon; Deschutes County,,Horse Cave #2,,,,,,152,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1266,,
United States of America,California; San Bernardino,Pisgah,Horseshoe,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=338,,
United States of America,Idaho; Butte County,,Horseshoe Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1025,,
Australia,Queensland,,Hot Hole,,,,,,172,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1385,,
United States of America,Hawaii; Puna District,Hawaii Island,Hot Tub Cave,,,,,,91,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=733,,
United States of America,California; Siskiyou County,,Hourglass Cave,,,,,,884,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=536,,
Iceland,,,Hraunbrarhellir,,,,,,70,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=195,,
United States of America,Hawaii,Hawaii (Big Island),Hualalai Ranch Cave,,,,,,16093,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=934,,
United States of America,Hawaii,Hawaii (Big Island); Hualalai,Huehue Cave,,,,,540,10800,495,,,lava tunnel,,eruption of 1801; 29 pukas (collapse holes),,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=910; Kempe et al. (1999) http://www.vulcanospeleology.org/sym09/ISV9En.pdf,,
United States of America,Hawaii,Hawaii (Big Island),Huehue Ranch Cave,,,,,,50,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=871,,
